timestamp,machine_id,sensor_type,sensor_value,unit,status
2025-10-15T00:15:00Z,MCH_020,Vibration,7.81,mm/s,Warning
2025-10-15T00:20:00Z,MCH_016,Temperature,56.38,°C,Normal
2025-10-15T00:25:00Z,MCH_045,Vibration,7.65,mm/s,Warning
2025-10-15T00:30:00Z,MCH_015,Pressure,2.68,bar,Normal
2025-10-15T00:35:00Z,MCH_029,Pressure,2.12,bar,Normal
2025-10-15T00:40:00Z,MCH_011,Pressure,4.09,bar,Warning
2025-10-15T00:45:00Z,MCH_004,Vibration,11.13,mm/s,Critical
2025-10-15T00:50:00Z,MCH_039,Vibration,9.37,mm/s,Critical
2025-10-15T00:55:00Z,MCH_034,Vibration,2.48,mm/s,Normal
2025-10-15T01:00:00Z,MCH_036,Pressure,2.5,bar,Normal
2025-10-15T01:05:00Z,MCH_012,Vibration,6.24,mm/s,Normal
2025-10-15T01:10:00Z,MCH_044,Pressure,4.96,bar,Warning
2025-10-15T01:15:00Z,MCH_036,Pressure,3.76,bar,Normal
2025-10-15T01:20:00Z,MCH_038,Pressure,3.13,bar,Normal
2025-10-15T01:25:00Z,MCH_012,Temperature,78.6,°C,Warning
2025-10-15T01:30:00Z,MCH_025,Pressure,4.53,bar,Warning
2025-10-15T01:35:00Z,MCH_030,Vibration,5.38,mm/s,Normal
2025-10-15T01:40:00Z,MCH_038,Temperature,75.6,°C,Warning
2025-10-15T01:45:00Z,MCH_017,Temperature,84.74,°C,Critical
2025-10-15T01:50:00Z,MCH_041,Vibration,2.97,mm/s,Normal
2025-10-15T01:55:00Z,MCH_045,Vibration,7.32,mm/s,Warning
2025-10-15T02:00:00Z,MCH_014,Pressure,5.32,bar,Critical
2025-10-15T02:05:00Z,MCH_010,Temperature,56.25,°C,Normal
2025-10-15T02:10:00Z,MCH_039,Temperature,69.27,°C,Normal
2025-10-15T02:15:00Z,MCH_014,Pressure,2.55,bar,Normal
2025-10-15T02:20:00Z,MCH_023,Pressure,2.63,bar,Normal
2025-10-15T02:25:00Z,MCH_008,Pressure,3.02,bar,Normal
2025-10-15T02:30:00Z,MCH_012,Vibration,2.92,mm/s,Normal
2025-10-15T02:35:00Z,MCH_005,Pressure,5.79,bar,Critical
2025-10-15T02:40:00Z,MCH_035,Pressure,3.57,bar,Normal
2025-10-15T02:45:00Z,MCH_044,Temperature,86.14,°C,Critical
2025-10-15T02:50:00Z,MCH_049,Temperature,87.03,°C,Critical
2025-10-15T02:55:00Z,MCH_008,Pressure,3.63,bar,Normal
2025-10-15T03:00:00Z,MCH_005,Vibration,8.82,mm/s,Warning
2025-10-15T03:05:00Z,MCH_010,Temperature,64.2,°C,Normal
2025-10-15T03:10:00Z,MCH_006,Pressure,5.24,bar,Critical
2025-10-15T03:15:00Z,MCH_045,Vibration,10.66,mm/s,Critical
2025-10-15T03:20:00Z,MCH_044,Temperature,55.49,°C,Normal
2025-10-15T03:25:00Z,MCH_039,Temperature,62.68,°C,Normal
2025-10-15T03:30:00Z,MCH_017,Pressure,3.1,bar,Normal
2025-10-15T03:35:00Z,MCH_030,Pressure,4.45,bar,Warning
2025-10-15T03:40:00Z,MCH_044,Vibration,6.52,mm/s,Normal
2025-10-15T03:45:00Z,MCH_021,Pressure,1.73,bar,Normal
2025-10-15T03:50:00Z,MCH_013,Vibration,2.23,mm/s,Normal
2025-10-15T03:55:00Z,MCH_035,Temperature,89.26,°C,Critical
2025-10-15T04:00:00Z,MCH_001,Vibration,10.46,mm/s,Critical
2025-10-15T04:05:00Z,MCH_035,Pressure,2.59,bar,Normal
2025-10-15T04:10:00Z,MCH_049,Vibration,3.85,mm/s,Normal
2025-10-15T04:15:00Z,MCH_035,Vibration,4.46,mm/s,Normal
2025-10-15T04:20:00Z,MCH_012,Temperature,71.26,°C,Warning
2025-10-15T04:25:00Z,MCH_020,Vibration,6.85,mm/s,Normal
2025-10-15T04:30:00Z,MCH_011,Temperature,75.3,°C,Warning
2025-10-15T04:35:00Z,MCH_017,Vibration,6.56,mm/s,Normal
2025-10-15T04:40:00Z,MCH_019,Vibration,2.01,mm/s,Normal
2025-10-15T04:45:00Z,MCH_025,Pressure,5.2,bar,Critical
2025-10-15T04:50:00Z,MCH_009,Temperature,82.96,°C,Critical
2025-10-15T04:55:00Z,MCH_036,Pressure,1.77,bar,Normal
2025-10-15T05:00:00Z,MCH_022,Pressure,1.85,bar,Normal
2025-10-15T05:05:00Z,MCH_047,Pressure,4.32,bar,Warning
2025-10-15T05:10:00Z,MCH_003,Pressure,4.8,bar,Warning
2025-10-15T05:15:00Z,MCH_050,Vibration,7.52,mm/s,Warning
2025-10-15T05:20:00Z,MCH_022,Temperature,84.27,°C,Critical
2025-10-15T05:25:00Z,MCH_034,Vibration,11.26,mm/s,Critical
2025-10-15T05:30:00Z,MCH_032,Pressure,3.49,bar,Normal
2025-10-15T05:35:00Z,MCH_022,Pressure,5.86,bar,Critical
2025-10-15T05:40:00Z,MCH_025,Pressure,2.28,bar,Normal
2025-10-15T05:45:00Z,MCH_016,Vibration,2.37,mm/s,Normal
2025-10-15T05:50:00Z,MCH_032,Pressure,2.34,bar,Normal
2025-10-15T05:55:00Z,MCH_042,Vibration,9.66,mm/s,Critical
2025-10-15T06:00:00Z,MCH_036,Vibration,3.12,mm/s,Normal
2025-10-15T06:05:00Z,MCH_024,Temperature,66.19,°C,Normal
2025-10-15T06:10:00Z,MCH_009,Temperature,61.38,°C,Normal
2025-10-15T06:15:00Z,MCH_006,Pressure,5.62,bar,Critical
2025-10-15T06:20:00Z,MCH_036,Pressure,5.7,bar,Critical
2025-10-15T06:25:00Z,MCH_047,Temperature,65.96,°C,Normal
2025-10-15T06:30:00Z,MCH_029,Vibration,2.23,mm/s,Normal
2025-10-15T06:35:00Z,MCH_048,Vibration,6.37,mm/s,Normal
2025-10-15T06:40:00Z,MCH_019,Pressure,4.65,bar,Warning
2025-10-15T06:45:00Z,MCH_024,Temperature,79.16,°C,Warning
2025-10-15T06:50:00Z,MCH_050,Temperature,76.33,°C,Warning
2025-10-15T06:55:00Z,MCH_050,Temperature,80.48,°C,Critical
2025-10-15T07:00:00Z,MCH_032,Temperature,89.62,°C,Critical
2025-10-15T07:05:00Z,MCH_041,Vibration,2.65,mm/s,Normal
2025-10-15T07:10:00Z,MCH_028,Vibration,9.37,mm/s,Critical
2025-10-15T07:15:00Z,MCH_050,Vibration,7.04,mm/s,Warning
2025-10-15T07:20:00Z,MCH_036,Vibration,5.16,mm/s,Normal
2025-10-15T07:25:00Z,MCH_013,Vibration,8.36,mm/s,Warning
2025-10-15T07:30:00Z,MCH_004,Pressure,5.82,bar,Critical
2025-10-15T07:35:00Z,MCH_049,Pressure,3.58,bar,Normal
2025-10-15T07:40:00Z,MCH_045,Vibration,10.67,mm/s,Critical
2025-10-15T07:45:00Z,MCH_025,Temperature,66.0,°C,Normal
2025-10-15T07:50:00Z,MCH_046,Temperature,89.44,°C,Critical
2025-10-15T07:55:00Z,MCH_018,Temperature,87.76,°C,Critical
2025-10-15T08:00:00Z,MCH_045,Pressure,5.34,bar,Critical
2025-10-15T08:05:00Z,MCH_015,Temperature,79.52,°C,Warning
2025-10-15T08:10:00Z,MCH_040,Vibration,7.89,mm/s,Warning
2025-10-15T08:15:00Z,MCH_004,Temperature,57.92,°C,Normal
2025-10-15T08:20:00Z,MCH_006,Pressure,3.41,bar,Normal
2025-10-15T08:25:00Z,MCH_004,Pressure,4.22,bar,Warning
2025-10-15T08:30:00Z,MCH_020,Pressure,2.86,bar,Normal
2025-10-15T08:35:00Z,MCH_028,Pressure,4.05,bar,Warning
2025-10-15T08:40:00Z,MCH_008,Pressure,5.82,bar,Critical
2025-10-15T08:45:00Z,MCH_003,Pressure,1.74,bar,Normal
2025-10-15T08:50:00Z,MCH_021,Pressure,2.46,bar,Normal
2025-10-15T08:55:00Z,MCH_023,Temperature,74.56,°C,Warning
2025-10-15T09:00:00Z,MCH_034,Temperature,69.34,°C,Normal
2025-10-15T09:05:00Z,MCH_030,Temperature,88.97,°C,Critical
2025-10-15T09:10:00Z,MCH_027,Temperature,62.84,°C,Normal
2025-10-15T09:15:00Z,MCH_004,Vibration,7.67,mm/s,Warning
2025-10-15T09:20:00Z,MCH_024,Pressure,3.64,bar,Normal
2025-10-15T09:25:00Z,MCH_019,Temperature,58.35,°C,Normal
2025-10-15T09:30:00Z,MCH_014,Vibration,11.01,mm/s,Critical
2025-10-15T09:35:00Z,MCH_021,Temperature,72.12,°C,Warning
2025-10-15T09:40:00Z,MCH_001,Pressure,5.38,bar,Critical
2025-10-15T09:45:00Z,MCH_034,Pressure,5.48,bar,Critical
2025-10-15T09:50:00Z,MCH_031,Temperature,62.86,°C,Normal
2025-10-15T09:55:00Z,MCH_022,Temperature,88.33,°C,Critical
2025-10-15T10:00:00Z,MCH_032,Pressure,4.64,bar,Warning
2025-10-15T10:05:00Z,MCH_039,Pressure,2.96,bar,Normal
2025-10-15T10:10:00Z,MCH_020,Pressure,4.77,bar,Warning
2025-10-15T10:15:00Z,MCH_030,Temperature,65.54,°C,Normal
2025-10-15T10:20:00Z,MCH_028,Vibration,2.59,mm/s,Normal
2025-10-15T10:25:00Z,MCH_009,Vibration,7.02,mm/s,Warning
2025-10-15T10:30:00Z,MCH_013,Vibration,10.7,mm/s,Critical
2025-10-15T10:35:00Z,MCH_013,Vibration,6.36,mm/s,Normal
2025-10-15T10:40:00Z,MCH_035,Temperature,81.89,°C,Critical
2025-10-15T10:45:00Z,MCH_041,Pressure,4.65,bar,Warning
2025-10-15T10:50:00Z,MCH_032,Vibration,9.22,mm/s,Critical
2025-10-15T10:55:00Z,MCH_007,Pressure,3.71,bar,Normal
2025-10-15T11:00:00Z,MCH_009,Pressure,4.66,bar,Warning
2025-10-15T11:05:00Z,MCH_013,Temperature,61.59,°C,Normal
2025-10-15T11:10:00Z,MCH_032,Vibration,6.82,mm/s,Normal
2025-10-15T11:15:00Z,MCH_015,Pressure,6.0,bar,Critical
2025-10-15T11:20:00Z,MCH_032,Vibration,5.29,mm/s,Normal
2025-10-15T11:25:00Z,MCH_004,Pressure,1.57,bar,Normal
2025-10-15T11:30:00Z,MCH_001,Vibration,4.52,mm/s,Normal
2025-10-15T11:35:00Z,MCH_010,Pressure,4.29,bar,Warning
2025-10-15T11:40:00Z,MCH_008,Temperature,84.52,°C,Critical
2025-10-15T11:45:00Z,MCH_009,Pressure,2.7,bar,Normal
2025-10-15T11:50:00Z,MCH_047,Vibration,10.52,mm/s,Critical
2025-10-15T11:55:00Z,MCH_018,Temperature,66.04,°C,Normal
2025-10-15T12:00:00Z,MCH_034,Temperature,73.21,°C,Warning
2025-10-15T12:05:00Z,MCH_023,Temperature,55.15,°C,Normal
2025-10-15T12:10:00Z,MCH_039,Pressure,3.96,bar,Normal
2025-10-15T12:15:00Z,MCH_033,Vibration,10.95,mm/s,Critical
2025-10-15T12:20:00Z,MCH_046,Temperature,86.97,°C,Critical
2025-10-15T12:25:00Z,MCH_025,Vibration,8.92,mm/s,Warning
2025-10-15T12:30:00Z,MCH_023,Vibration,4.71,mm/s,Normal
2025-10-15T12:35:00Z,MCH_015,Pressure,1.61,bar,Normal
2025-10-15T12:40:00Z,MCH_006,Vibration,2.58,mm/s,Normal
2025-10-15T12:45:00Z,MCH_009,Temperature,84.51,°C,Critical
2025-10-15T12:50:00Z,MCH_029,Temperature,81.16,°C,Critical
2025-10-15T12:55:00Z,MCH_031,Vibration,2.93,mm/s,Normal
2025-10-15T13:00:00Z,MCH_024,Temperature,67.39,°C,Normal
2025-10-15T13:05:00Z,MCH_011,Pressure,1.7,bar,Normal
2025-10-15T13:10:00Z,MCH_036,Temperature,84.6,°C,Critical
2025-10-15T13:15:00Z,MCH_005,Vibration,6.48,mm/s,Normal
2025-10-15T13:20:00Z,MCH_016,Vibration,11.12,mm/s,Critical
2025-10-15T13:25:00Z,MCH_035,Temperature,55.34,°C,Normal
2025-10-15T13:30:00Z,MCH_047,Pressure,2.05,bar,Normal
2025-10-15T13:35:00Z,MCH_019,Temperature,70.61,°C,Warning
2025-10-15T13:40:00Z,MCH_050,Pressure,3.75,bar,Normal
2025-10-15T13:45:00Z,MCH_043,Pressure,4.21,bar,Warning
2025-10-15T13:50:00Z,MCH_042,Vibration,2.95,mm/s,Normal
2025-10-15T13:55:00Z,MCH_037,Temperature,80.51,°C,Critical
2025-10-15T14:00:00Z,MCH_015,Temperature,73.8,°C,Warning
2025-10-15T14:05:00Z,MCH_015,Pressure,4.75,bar,Warning
2025-10-15T14:10:00Z,MCH_037,Vibration,9.69,mm/s,Critical
2025-10-15T14:15:00Z,MCH_033,Temperature,84.78,°C,Critical
2025-10-15T14:20:00Z,MCH_019,Vibration,11.32,mm/s,Critical
2025-10-15T14:25:00Z,MCH_037,Temperature,78.38,°C,Warning
2025-10-15T14:30:00Z,MCH_019,Vibration,8.39,mm/s,Warning
2025-10-15T14:35:00Z,MCH_014,Pressure,4.6,bar,Warning
2025-10-15T14:40:00Z,MCH_047,Pressure,2.83,bar,Normal
2025-10-15T14:45:00Z,MCH_047,Temperature,85.15,°C,Critical
2025-10-15T14:50:00Z,MCH_008,Pressure,2.63,bar,Normal
2025-10-15T14:55:00Z,MCH_010,Temperature,75.67,°C,Warning
2025-10-15T15:00:00Z,MCH_007,Temperature,69.38,°C,Normal
2025-10-15T15:05:00Z,MCH_012,Vibration,8.04,mm/s,Warning
2025-10-15T15:10:00Z,MCH_030,Pressure,3.37,bar,Normal
2025-10-15T15:15:00Z,MCH_022,Temperature,73.16,°C,Warning
2025-10-15T15:20:00Z,MCH_031,Pressure,4.96,bar,Warning
2025-10-15T15:25:00Z,MCH_001,Vibration,8.23,mm/s,Warning
2025-10-15T15:30:00Z,MCH_018,Vibration,4.23,mm/s,Normal
2025-10-15T15:35:00Z,MCH_001,Vibration,10.96,mm/s,Critical
2025-10-15T15:40:00Z,MCH_049,Temperature,66.17,°C,Normal
2025-10-15T15:45:00Z,MCH_047,Temperature,85.16,°C,Critical
2025-10-15T15:50:00Z,MCH_047,Pressure,2.95,bar,Normal
2025-10-15T15:55:00Z,MCH_042,Pressure,4.76,bar,Warning
2025-10-15T16:00:00Z,MCH_047,Pressure,4.32,bar,Warning
2025-10-15T16:05:00Z,MCH_028,Vibration,4.06,mm/s,Normal
2025-10-15T16:10:00Z,MCH_020,Pressure,4.88,bar,Warning
2025-10-15T16:15:00Z,MCH_034,Pressure,3.03,bar,Normal
2025-10-15T16:20:00Z,MCH_004,Pressure,3.76,bar,Normal
2025-10-15T16:25:00Z,MCH_013,Temperature,86.31,°C,Critical
2025-10-15T16:30:00Z,MCH_015,Vibration,4.52,mm/s,Normal
2025-10-15T16:35:00Z,MCH_002,Pressure,2.25,bar,Normal
2025-10-15T16:40:00Z,MCH_013,Temperature,72.66,°C,Warning
2025-10-15T16:45:00Z,MCH_012,Temperature,81.78,°C,Critical
2025-10-15T16:50:00Z,MCH_011,Vibration,5.43,mm/s,Normal
2025-10-15T16:55:00Z,MCH_025,Pressure,3.97,bar,Normal
2025-10-15T17:00:00Z,MCH_022,Temperature,76.71,°C,Warning
2025-10-15T17:05:00Z,MCH_017,Pressure,5.93,bar,Critical
2025-10-15T17:10:00Z,MCH_018,Pressure,6.0,bar,Critical
2025-10-15T17:15:00Z,MCH_007,Pressure,5.54,bar,Critical
2025-10-15T17:20:00Z,MCH_039,Temperature,83.91,°C,Critical
2025-10-15T17:25:00Z,MCH_010,Temperature,86.72,°C,Critical
2025-10-15T17:30:00Z,MCH_032,Pressure,4.53,bar,Warning
2025-10-15T17:35:00Z,MCH_043,Pressure,1.69,bar,Normal
2025-10-15T17:40:00Z,MCH_003,Vibration,6.46,mm/s,Normal
2025-10-15T17:45:00Z,MCH_006,Temperature,56.56,°C,Normal
2025-10-15T17:50:00Z,MCH_039,Temperature,61.68,°C,Normal
2025-10-15T17:55:00Z,MCH_034,Temperature,76.08,°C,Warning
2025-10-15T18:00:00Z,MCH_033,Vibration,6.04,mm/s,Normal
2025-10-15T18:05:00Z,MCH_042,Temperature,80.6,°C,Critical
2025-10-15T18:10:00Z,MCH_031,Vibration,3.06,mm/s,Normal
2025-10-15T18:15:00Z,MCH_011,Vibration,8.8,mm/s,Warning
2025-10-15T18:20:00Z,MCH_017,Pressure,4.92,bar,Warning
2025-10-15T18:25:00Z,MCH_038,Pressure,2.86,bar,Normal
2025-10-15T18:30:00Z,MCH_014,Temperature,85.09,°C,Critical
2025-10-15T18:35:00Z,MCH_018,Temperature,87.29,°C,Critical
2025-10-15T18:40:00Z,MCH_019,Temperature,67.01,°C,Normal
2025-10-15T18:45:00Z,MCH_032,Temperature,67.4,°C,Normal
2025-10-15T18:50:00Z,MCH_040,Pressure,3.25,bar,Normal
2025-10-15T18:55:00Z,MCH_014,Pressure,5.83,bar,Critical
2025-10-15T19:00:00Z,MCH_044,Pressure,5.94,bar,Critical
2025-10-15T19:05:00Z,MCH_035,Vibration,6.06,mm/s,Normal
2025-10-15T19:10:00Z,MCH_034,Temperature,75.25,°C,Warning
2025-10-15T19:15:00Z,MCH_028,Temperature,66.58,°C,Normal
2025-10-15T19:20:00Z,MCH_039,Temperature,75.43,°C,Warning
2025-10-15T19:25:00Z,MCH_026,Vibration,6.0,mm/s,Normal
2025-10-15T19:30:00Z,MCH_046,Temperature,77.02,°C,Warning
2025-10-15T19:35:00Z,MCH_009,Pressure,5.15,bar,Critical
2025-10-15T19:40:00Z,MCH_016,Vibration,6.3,mm/s,Normal
2025-10-15T19:45:00Z,MCH_014,Temperature,88.53,°C,Critical
2025-10-15T19:50:00Z,MCH_039,Temperature,65.16,°C,Normal
2025-10-15T19:55:00Z,MCH_041,Pressure,3.83,bar,Normal
2025-10-15T20:00:00Z,MCH_004,Pressure,1.69,bar,Normal
2025-10-15T20:05:00Z,MCH_032,Pressure,4.11,bar,Warning
2025-10-15T20:10:00Z,MCH_007,Pressure,4.17,bar,Warning
2025-10-15T20:15:00Z,MCH_033,Temperature,63.84,°C,Normal
2025-10-15T20:20:00Z,MCH_030,Pressure,5.65,bar,Critical
2025-10-15T20:25:00Z,MCH_036,Vibration,10.53,mm/s,Critical
2025-10-15T20:30:00Z,MCH_006,Pressure,2.99,bar,Normal
2025-10-15T20:35:00Z,MCH_015,Temperature,63.12,°C,Normal
2025-10-15T20:40:00Z,MCH_037,Pressure,2.08,bar,Normal
2025-10-15T20:45:00Z,MCH_013,Temperature,70.32,°C,Warning
2025-10-15T20:50:00Z,MCH_002,Vibration,6.29,mm/s,Normal
2025-10-15T20:55:00Z,MCH_023,Temperature,74.36,°C,Warning
2025-10-15T21:00:00Z,MCH_025,Temperature,61.85,°C,Normal
2025-10-15T21:05:00Z,MCH_003,Pressure,2.32,bar,Normal
2025-10-15T21:10:00Z,MCH_027,Temperature,81.02,°C,Critical
2025-10-15T21:15:00Z,MCH_014,Pressure,1.54,bar,Normal
2025-10-15T21:20:00Z,MCH_048,Temperature,69.48,°C,Normal
2025-10-15T21:25:00Z,MCH_006,Pressure,5.3,bar,Critical
2025-10-15T21:30:00Z,MCH_045,Pressure,4.25,bar,Warning
2025-10-15T21:35:00Z,MCH_034,Temperature,76.49,°C,Warning
2025-10-15T21:40:00Z,MCH_017,Vibration,4.76,mm/s,Normal
2025-10-15T21:45:00Z,MCH_026,Temperature,84.56,°C,Critical
2025-10-15T21:50:00Z,MCH_022,Pressure,5.95,bar,Critical
2025-10-15T21:55:00Z,MCH_031,Pressure,4.47,bar,Warning
2025-10-15T22:00:00Z,MCH_027,Pressure,1.89,bar,Normal
2025-10-15T22:05:00Z,MCH_006,Pressure,4.8,bar,Warning
2025-10-15T22:10:00Z,MCH_022,Temperature,68.73,°C,Normal
2025-10-15T22:15:00Z,MCH_009,Temperature,77.73,°C,Warning
2025-10-15T22:20:00Z,MCH_022,Vibration,11.34,mm/s,Critical
2025-10-15T22:25:00Z,MCH_034,Vibration,3.33,mm/s,Normal
2025-10-15T22:30:00Z,MCH_001,Temperature,71.22,°C,Warning
2025-10-15T22:35:00Z,MCH_030,Temperature,88.02,°C,Critical
2025-10-15T22:40:00Z,MCH_009,Pressure,3.78,bar,Normal
2025-10-15T22:45:00Z,MCH_027,Vibration,2.29,mm/s,Normal
2025-10-15T22:50:00Z,MCH_015,Pressure,2.69,bar,Normal
2025-10-15T22:55:00Z,MCH_003,Vibration,9.16,mm/s,Critical
2025-10-15T23:00:00Z,MCH_030,Vibration,4.08,mm/s,Normal
2025-10-15T23:05:00Z,MCH_027,Pressure,5.94,bar,Critical
2025-10-15T23:10:00Z,MCH_043,Vibration,2.38,mm/s,Normal
2025-10-15T23:15:00Z,MCH_016,Temperature,85.11,°C,Critical
2025-10-15T23:20:00Z,MCH_023,Temperature,86.09,°C,Critical
2025-10-15T23:25:00Z,MCH_038,Pressure,5.15,bar,Critical
2025-10-15T23:30:00Z,MCH_018,Pressure,5.06,bar,Critical
2025-10-15T23:35:00Z,MCH_018,Temperature,84.75,°C,Critical
2025-10-15T23:40:00Z,MCH_041,Temperature,75.06,°C,Warning
2025-10-15T23:45:00Z,MCH_011,Vibration,11.31,mm/s,Critical
2025-10-15T23:50:00Z,MCH_035,Vibration,11.61,mm/s,Critical
2025-10-15T23:55:00Z,MCH_022,Pressure,4.94,bar,Warning
2025-10-16T00:00:00Z,MCH_011,Vibration,5.5,mm/s,Normal
2025-10-16T00:05:00Z,MCH_036,Pressure,4.63,bar,Warning
2025-10-16T00:10:00Z,MCH_008,Pressure,2.4,bar,Normal
2025-10-16T00:15:00Z,MCH_044,Vibration,3.78,mm/s,Normal
2025-10-16T00:20:00Z,MCH_032,Temperature,76.73,°C,Warning
2025-10-16T00:25:00Z,MCH_015,Temperature,56.36,°C,Normal
2025-10-16T00:30:00Z,MCH_030,Pressure,4.25,bar,Warning
2025-10-16T00:35:00Z,MCH_010,Vibration,11.61,mm/s,Critical
2025-10-16T00:40:00Z,MCH_009,Temperature,72.03,°C,Warning
2025-10-16T00:45:00Z,MCH_041,Vibration,10.16,mm/s,Critical
2025-10-16T00:50:00Z,MCH_022,Pressure,1.58,bar,Normal
2025-10-16T00:55:00Z,MCH_050,Pressure,5.92,bar,Critical
2025-10-16T01:00:00Z,MCH_001,Temperature,75.33,°C,Warning
2025-10-16T01:05:00Z,MCH_009,Pressure,3.2,bar,Normal
2025-10-16T01:10:00Z,MCH_004,Vibration,2.86,mm/s,Normal
2025-10-16T01:15:00Z,MCH_019,Pressure,3.1,bar,Normal
2025-10-16T01:20:00Z,MCH_034,Vibration,3.67,mm/s,Normal
2025-10-16T01:25:00Z,MCH_050,Vibration,8.63,mm/s,Warning
2025-10-16T01:30:00Z,MCH_043,Pressure,4.39,bar,Warning
2025-10-16T01:35:00Z,MCH_035,Temperature,78.26,°C,Warning
2025-10-16T01:40:00Z,MCH_047,Temperature,73.21,°C,Warning
2025-10-16T01:45:00Z,MCH_005,Vibration,8.42,mm/s,Warning
2025-10-16T01:50:00Z,MCH_020,Vibration,11.31,mm/s,Critical
2025-10-16T01:55:00Z,MCH_024,Temperature,88.14,°C,Critical
2025-10-16T02:00:00Z,MCH_008,Temperature,78.16,°C,Warning
2025-10-16T02:05:00Z,MCH_036,Temperature,64.53,°C,Normal
2025-10-16T02:10:00Z,MCH_001,Vibration,6.54,mm/s,Normal
2025-10-16T02:15:00Z,MCH_049,Temperature,73.81,°C,Warning
2025-10-16T02:20:00Z,MCH_011,Pressure,5.68,bar,Critical
2025-10-16T02:25:00Z,MCH_005,Pressure,2.68,bar,Normal
2025-10-16T02:30:00Z,MCH_015,Vibration,2.11,mm/s,Normal
2025-10-16T02:35:00Z,MCH_006,Temperature,69.1,°C,Normal
2025-10-16T02:40:00Z,MCH_036,Vibration,8.83,mm/s,Warning
2025-10-16T02:45:00Z,MCH_046,Temperature,60.24,°C,Normal
2025-10-16T02:50:00Z,MCH_002,Vibration,6.44,mm/s,Normal
2025-10-16T02:55:00Z,MCH_017,Temperature,58.11,°C,Normal
2025-10-16T03:00:00Z,MCH_029,Vibration,9.31,mm/s,Critical
2025-10-16T03:05:00Z,MCH_043,Vibration,10.69,mm/s,Critical
2025-10-16T03:10:00Z,MCH_049,Pressure,3.51,bar,Normal
2025-10-16T03:15:00Z,MCH_011,Temperature,84.69,°C,Critical
2025-10-16T03:20:00Z,MCH_008,Vibration,4.04,mm/s,Normal
2025-10-16T03:25:00Z,MCH_033,Temperature,88.82,°C,Critical
2025-10-16T03:30:00Z,MCH_028,Vibration,5.7,mm/s,Normal
2025-10-16T03:35:00Z,MCH_016,Temperature,81.88,°C,Critical
2025-10-16T03:40:00Z,MCH_015,Pressure,5.57,bar,Critical
2025-10-16T03:45:00Z,MCH_010,Temperature,88.12,°C,Critical
2025-10-16T03:50:00Z,MCH_014,Vibration,3.85,mm/s,Normal
2025-10-16T03:55:00Z,MCH_047,Pressure,3.36,bar,Normal
2025-10-16T04:00:00Z,MCH_029,Vibration,2.73,mm/s,Normal
2025-10-16T04:05:00Z,MCH_006,Pressure,2.13,bar,Normal
2025-10-16T04:10:00Z,MCH_003,Vibration,6.06,mm/s,Normal
2025-10-16T04:15:00Z,MCH_004,Vibration,4.11,mm/s,Normal
2025-10-16T04:20:00Z,MCH_004,Pressure,4.07,bar,Warning
2025-10-16T04:25:00Z,MCH_006,Pressure,5.71,bar,Critical
2025-10-16T04:30:00Z,MCH_019,Pressure,2.77,bar,Normal
2025-10-16T04:35:00Z,MCH_046,Vibration,5.71,mm/s,Normal
2025-10-16T04:40:00Z,MCH_016,Pressure,4.13,bar,Warning
2025-10-16T04:45:00Z,MCH_043,Vibration,3.86,mm/s,Normal
2025-10-16T04:50:00Z,MCH_010,Temperature,78.9,°C,Warning
2025-10-16T04:55:00Z,MCH_048,Pressure,1.69,bar,Normal
2025-10-16T05:00:00Z,MCH_016,Temperature,80.81,°C,Critical
2025-10-16T05:05:00Z,MCH_035,Pressure,2.05,bar,Normal
2025-10-16T05:10:00Z,MCH_002,Vibration,6.08,mm/s,Normal
2025-10-16T05:15:00Z,MCH_025,Vibration,7.75,mm/s,Warning
2025-10-16T05:20:00Z,MCH_039,Temperature,89.03,°C,Critical
2025-10-16T05:25:00Z,MCH_035,Vibration,7.46,mm/s,Warning
2025-10-16T05:30:00Z,MCH_033,Vibration,10.19,mm/s,Critical
2025-10-16T05:35:00Z,MCH_017,Pressure,1.93,bar,Normal
2025-10-16T05:40:00Z,MCH_050,Temperature,66.54,°C,Normal
2025-10-16T05:45:00Z,MCH_013,Temperature,72.62,°C,Warning
2025-10-16T05:50:00Z,MCH_004,Pressure,5.02,bar,Critical
2025-10-16T05:55:00Z,MCH_042,Pressure,4.37,bar,Warning
2025-10-16T06:00:00Z,MCH_031,Pressure,4.54,bar,Warning
2025-10-16T06:05:00Z,MCH_024,Temperature,65.09,°C,Normal
2025-10-16T06:10:00Z,MCH_031,Vibration,11.46,mm/s,Critical
2025-10-16T06:15:00Z,MCH_005,Temperature,75.06,°C,Warning
2025-10-16T06:20:00Z,MCH_032,Vibration,6.14,mm/s,Normal
2025-10-16T06:25:00Z,MCH_040,Pressure,2.62,bar,Normal
2025-10-16T06:30:00Z,MCH_038,Temperature,86.1,°C,Critical
2025-10-16T06:35:00Z,MCH_026,Pressure,2.58,bar,Normal
2025-10-16T06:40:00Z,MCH_016,Pressure,1.63,bar,Normal
2025-10-16T06:45:00Z,MCH_011,Pressure,3.69,bar,Normal
2025-10-16T06:50:00Z,MCH_021,Pressure,4.82,bar,Warning
2025-10-16T06:55:00Z,MCH_037,Pressure,5.25,bar,Critical
2025-10-16T07:00:00Z,MCH_020,Vibration,8.24,mm/s,Warning
2025-10-16T07:05:00Z,MCH_027,Temperature,88.15,°C,Critical
